Number of samples:   11392
Sample interval:     0.01 seconds
Total sampling time: 113.92 seconds
Number of cycles:    0
Sampled threads:
 #<SB-THREAD:THREAD "repl-thread" RUNNING {1008AD1BC3}>

           Self        Total        Cumul
  Nr  Count     %  Count     %  Count     %    Calls  Function
 281      7   0.1     27   0.2   9411  82.6        -  SB-C::INIT-COPY-SETS
 282      7   0.1     17   0.1   9418  82.7        -  SB-REGALLOC::PACK-LOAD-TNS
 283      7   0.1     10   0.1   9425  82.7        -  SB-ASSEM::PERFORM-OPERAND-LOWERING
 284      7   0.1     10   0.1   9432  82.8        -  SB-REGALLOC::VERTICES-BEST-COLOR/SINGLE-VERTEX
 285      7   0.1      9   0.1   9439  82.9        -  QVM::MATRIX-MULTIPLY
 286      7   0.1      9   0.1   9446  82.9        -  SB-REGALLOC::ASSIGN-TN-COSTS
 287      7   0.1      8   0.1   9453  83.0        -  SB-C::MAP-BLOCK-NLXES
 288      7   0.1      8   0.1   9460  83.0        -  SB-REGALLOC::%MAKE-VERTEX
 289      7   0.1      7   0.1   9467  83.1        -  SB-C::CONVERT-LAMBDA-CALL
 290      7   0.1      7   0.1   9474  83.2        -  (FLET SB-KERNEL::%%MAKE-COMPLEX :IN COMPLEX)
 291      7   0.1      7   0.1   9481  83.2        -  INTEGER-LENGTH
 292      7   0.1      7   0.1   9488  83.3        -  LENGTH
 293      7   0.1      7   0.1   9495  83.3        -  SB-C::MAKE-COMBINATION
 294      7   0.1      7   0.1   9502  83.4        -  SB-C::RESET-CURRENT-CONFLICT
 295      7   0.1      7   0.1   9509  83.5        -  SB-C::DELETE-RETURN
 296      7   0.1      7   0.1   9516  83.5        -  SB-C::AVER-LIVE-COMPONENT
 297      7   0.1      7   0.1   9523  83.6        -  SB-C::PRINCIPAL-LVAR
 298      7   0.1      7   0.1   9530  83.7        -  SB-C::FLUSH-FULL-CALL-TAIL-TRANSFERS
 299      7   0.1      7   0.1   9537  83.7        -  SB-C::PREPARE-ARG-FOR-DERIVE-TYPE
 300      7   0.1      7   0.1   9544  83.8        -  CL-QUIL.CLIFFORD::LEVI-CIVITA
 301      7   0.1      7   0.1   9551  83.8        -  SB-C::INSERT-BLOCK-GLOBAL-CONFLICT
 302      7   0.1      7   0.1   9558  83.9        -  SB-IMPL::QUASI-RANDOM-ADDRESS-BASED-HASH
 303      7   0.1      7   0.1   9565  84.0        -  SB-KERNEL:UB32-BASH-FILL
 304      7   0.1      7   0.1   9572  84.0        -  SB-C::TN-WRITES
 305      6   0.1   1590  14.0   9578  84.1        -  SB-C::IR1-CONVERT-AUX-BINDINGS
 306      6   0.1    457   4.0   9584  84.1        -  SB-C::LOCALL-ANALYZE-FUN-1
 307      6   0.1    263   2.3   9590  84.2        -  SB-C::ASSERT-CALL-TYPE
 308      6   0.1    174   1.5   9596  84.2        -  SB-REGALLOC::RESTRICTED-TN-LOCATIONS
 309      6   0.1     93   0.8   9602  84.3        -  SB-C::FIND-DOMINATORS
 310      6   0.1     85   0.7   9608  84.3        -  SB-C::DELETE-LET
 311      6   0.1     84   0.7   9614  84.4        -  SB-KERNEL:SPECIFIER-TYPE
 312      6   0.1     49   0.4   9620  84.4        -  SB-C::VALIDATE-TEST-AND-TEST-NOT
 313      6   0.1     43   0.4   9626  84.5        -  SB-IMPL::PUTHASH/EQ
 314      6   0.1     39   0.3   9632  84.6        -  SB-C::FIND-FREE-FUN
 315      6   0.1     30   0.3   9638  84.6        -  SB-C::PROCESS-TYPE-DECL
 316      6   0.1     25   0.2   9644  84.7        -  SB-C::DFO-SCAVENGE-DEPENDENCY-GRAPH
 317      6   0.1     24   0.2   9650  84.7        -  SB-C::CTRAN-STARTS-BLOCK
 318      6   0.1     24   0.2   9656  84.8        -  SB-C::IR1-CONVERT-SRCTRAN
 319      6   0.1     23   0.2   9662  84.8        -  SB-KERNEL::%TYPE-UNION
 320      6   0.1     20   0.2   9668  84.9        -  (LABELS SB-IMPL::RECUR :IN SB-IMPL::STABLE-SORT-LIST)
 321      6   0.1     19   0.2   9674  84.9        -  SB-C::ADD-REPRESENTATION-COSTS
 322      6   0.1     18   0.2   9680  85.0        -  (FLET QVM::FAST-MULTIPLY-IN :IN QVM:APPLY-OPERATOR)
 323      6   0.1     17   0.1   9686  85.0        -  SB-KERNEL:CTYPEP
 324      6   0.1     16   0.1   9692  85.1        -  SB-C::EMIT-CLEANUPS
 325      6   0.1     16   0.1   9698  85.1        -  SB-C::OK-LVAR-LAMBDA-VAR
 326      6   0.1     15   0.1   9704  85.2        -  SB-KERNEL:%MEMBER-KEY-EQ
 327      6   0.1     12   0.1   9710  85.2        -  SB-C::IR1-OPTIMIZE-FUNCTIONAL-ARGUMENTS
 328      6   0.1     10   0.1   9716  85.3        -  SB-C::NOTE-UNREFERENCED-FUN-VARS
 329      6   0.1     10   0.1   9722  85.3        -  SB-C::REMOVE-EQUIVALENT-BLOCKS
 330      6   0.1      9   0.1   9728  85.4        -  SB-INT:MAKE-LAMBDA-LIST
 331      6   0.1      8   0.1   9734  85.4        -  SB-C::CONSET-DIFFERENCE
 332      6   0.1      8   0.1   9740  85.5        -  SB-C::TAIL-ANNOTATE
 333      6   0.1      8   0.1   9746  85.6        -  SB-IMPL::VECTOR-REPLACE
 334      6   0.1      7   0.1   9752  85.6        -  SB-KERNEL:TWO-ARG-/
 335      6   0.1      6   0.1   9758  85.7        -  (LAMBDA (SB-PCL::.ARG0.) :IN "SYS:SRC;PCL;BRAID.LISP")
 336      6   0.1      6   0.1   9764  85.7        -  SB-INT:SYMBOL-FDEFN
 337      6   0.1      6   0.1   9770  85.8        -  "foreign function cos"
 338      6   0.1      6   0.1   9776  85.8        -  (SB-VM::OPTIMIZED-DATA-VECTOR-REF T)
 339      6   0.1      6   0.1   9782  85.9        -  SB-C::MAKE-REPEATED-NAME-CHECK
 340      6   0.1      6   0.1   9788  85.9        -  SB-C::FUN-TYPE-ARG-LIMITS
 341      6   0.1      6   0.1   9794  86.0        -  SB-C::%USE-CTRAN
 342      6   0.1      6   0.1   9800  86.0        -  (SETF SB-ASSEM::SEGMENT-CURRENT-INDEX)
 343      6   0.1      6   0.1   9806  86.1        -  SB-ASSEM:EMIT
 344      6   0.1      6   0.1   9812  86.1        -  SB-KERNEL::ROUND-NUMERIC-BOUND
 345      6   0.1      6   0.1   9818  86.2        -  APPEND
 346      6   0.1      6   0.1   9824  86.2        -  SB-C::SINGLE-REF-BLOCK-P
 347      6   0.1      6   0.1   9830  86.3        -  SB-C::FUN-TYPE-POSITIONAL-COUNT
 348      6   0.1      6   0.1   9836  86.3        -  SB-C::BLOCK-OUT-FOR-SUCCESSOR
 349      6   0.1      6   0.1   9842  86.4        -  SB-C::TN-READS
 350      5   0.0   1620  14.2   9847  86.4        -  SB-KERNEL:%MAP
 351      5   0.0    336   2.9   9852  86.5        -  (SB-PCL::FAST-METHOD QVM:TRANSITION (QVM:PURE-STATE-QVM CL-QUIL:GATE-APPLICATION))
 352      5   0.0    319   2.8   9857  86.5        -  SB-C::IR1-CONVERT-THE
 353      5   0.0    318   2.8   9862  86.6        -  (FLET SB-C::PROCESS-INFO :IN SB-C::IR1-OPTIMIZE-COMBINATION)
 354      5   0.0    179   1.6   9867  86.6        -  SB-REGALLOC::PREPARE-VERTICES
 355      5   0.0     66   0.6   9872  86.7        -  SB-C::MOVE-RETURN-USES
 356      5   0.0     28   0.2   9877  86.7        -  SB-C::PROPAGATE-FUN-CHANGE
 357      5   0.0     27   0.2   9882  86.7        -  SB-C::INSERT-LET-BODY
 358      5   0.0     27   0.2   9887  86.8        -  SB-C::MAP-NESTED-CLEANUPS
 359      5   0.0     26   0.2   9892  86.8        -  SB-C::MAKE-CAST
 360      5   0.0     20   0.2   9897  86.9        -  SB-KERNEL::TYPE=-ARGS
 361      5   0.0     20   0.2   9902  86.9        -  REDUCE
 362      5   0.0     18   0.2   9907  87.0        -  SB-C::RECOGNIZE-DYNAMIC-EXTENT-LVARS
 363      5   0.0     17   0.1   9912  87.0        -  SB-INT:PROPER-LIST-P
 364      5   0.0     14   0.1   9917  87.1        -  SB-C::%INSERT-CAST-BEFORE
 365      5   0.0     13   0.1   9922  87.1        -  SB-IMPL::HASH-TABLE-NEW-VECTORS
 366      5   0.0     13   0.1   9927  87.1        -  SB-C::UPDATE-LVAR-DEPENDENCIES
 367      5   0.0     12   0.1   9932  87.2        -  (LAMBDA (STRING CL-PPCRE::START CL-PPCRE::END) :IN CL-PPCRE::CREATE-SCANNER-AUX)
 368      5   0.0     10   0.1   9937  87.2        -  SB-C::FIND-IN-BINDINGS
 369      5   0.0      9   0.1   9942  87.3        -  (LABELS SB-KERNEL:%MAP :IN SB-KERNEL::MAP-TYPE)
 370      5   0.0      9   0.1   9947  87.3        -  SB-KERNEL::MEMBER-COMPLEX-SUBTYPEP-ARG1-TYPE-METHOD
 371      5   0.0      8   0.1   9952  87.4        -  SB-C::FIND-SAETP
 372      5   0.0      8   0.1   9957  87.4        -  SB-C::LVAR-FUN-IS
 373      5   0.0      7   0.1   9962  87.4        -  (LAMBDA (SB-IMPL::NAME) :IN "SYS:SRC;COMPILER;GLOBALDB.LISP")
 374      5   0.0      7   0.1   9967  87.5        -  SB-KERNEL:%MAKE-ARRAY
 375      5   0.0      6   0.1   9972  87.5        -  SB-C::REOPTIMIZE-LAMBDA-VAR
 376      5   0.0      6   0.1   9977  87.6        -  SB-X86-64-ASM::EMIT-PREFIXES
 377      5   0.0      6   0.1   9982  87.6        -  SB-VM::%VECTOR-WIDETAG-AND-N-BITS-SHIFT
 378      5   0.0      5   0.0   9987  87.7        -  (LAMBDA (SB-PCL::.ARG0. SB-PCL::.ARG1.) :IN "SYS:SRC;PCL;BRAID.LISP")
 379      5   0.0      5   0.0   9992  87.7        -  SB-C::MAKE-GLOBAL-VAR
 380      5   0.0      5   0.0   9997  87.8        -  (LAMBDA (SB-PCL::.ARG0. SB-PCL::.ARG1. SB-INT:&MORE SB-PCL::.MORE-CONTEXT. SB-PCL::.MORE-COUNT.) :IN "SYS:SRC;PCL;DLISP3.LISP")
 381      5   0.0      5   0.0  10002  87.8        -  NTHCDR
 382      5   0.0      5   0.0  10007  87.8        -  SB-KERNEL:HAIRY-DATA-VECTOR-SET/CHECK-BOUNDS
 383      5   0.0      5   0.0  10012  87.9        -  SB-C::BLOCK-END-CLEANUP
 384      5   0.0      5   0.0  10017  87.9        -  SB-C::MAKE-ALMOST-NULL-LEXENV
 385      5   0.0      5   0.0  10022  88.0        -  SB-IMPL::%MAKE-DEFAULT-STRING-OSTREAM
 386      5   0.0      5   0.0  10027  88.0        -  SB-KERNEL:TYPE-NEGATION
 387      5   0.0      5   0.0  10032  88.1        -  SB-C::REMOVE-FROM-DFO
 388      5   0.0      5   0.0  10037  88.1        -  SB-C::CLEAR-INVALID-FUNCTIONALS
 389      5   0.0      5   0.0  10042  88.1        -  SB-KERNEL::NUMERIC-TYPES-INTERSECT
 390      5   0.0      5   0.0  10047  88.2        -  SB-INT:DELQ
 391      5   0.0      5   0.0  10052  88.2        -  CL-QUIL.CLIFFORD::READ-BASIS-STATE-FROM-SCRATCH-ROW
 392      5   0.0      5   0.0  10057  88.3        -  SB-C::MAIN-ENTRY
 393      5   0.0      5   0.0  10062  88.3        -  KEYWORDP
 394      5   0.0      5   0.0  10067  88.4        -  SB-C::CONSET-MEMBER
 395      5   0.0      5   0.0  10072  88.4        -  SB-C::BLOCK-START-NODE
 396      5   0.0      5   0.0  10077  88.5        -  SB-C::CONSTANT-REFERENCE-P
 397      5   0.0      5   0.0  10082  88.5        -  SB-C::LVAR-DELAYED-LEAF
 398      4   0.0   5205  45.7  10086  88.5        -  (SB-PCL::EMF QVM:RUN)
 399      4   0.0    882   7.7  10090  88.6        -  SB-C::IR1-CONVERT-GLOBAL-FUNCTOID
 400      4   0.0    431   3.8  10094  88.6        -  SB-C::FIND-AND-PROPAGATE-CONSTRAINTS
 401      4   0.0    340   3.0  10098  88.6        -  SB-C::IR1-CONVERT-IF
 402      4   0.0    246   2.2  10102  88.7        -  SB-C::LTN-ANALYZE
 403      4   0.0    198   1.7  10106  88.7        -  SB-C::IR1-OPTIMIZE-CAST
 404      4   0.0    152   1.3  10110  88.7        -  SB-KERNEL::%TYPE-INTERSECTION2
 405      4   0.0    136   1.2  10114  88.8        -  SB-C::PROPAGATE-TO-REFS
 406      4   0.0     72   0.6  10118  88.8        -  SB-C::FIND-TEMPLATE
 407      4   0.0     65   0.6  10122  88.9        -  SB-C::SUBSTITUTE-LEAF-IF
 408      4   0.0     42   0.4  10126  88.9        -  (FLET SB-C::BODY-FUN :IN SB-C::CONSTRAIN-REF-TYPE)
 409      4   0.0     31   0.3  10130  88.9        -  SB-C::SUBSTITUTE-LVAR
 410      4   0.0     28   0.2  10134  89.0        -  EXPT
 411      4   0.0     26   0.2  10138  89.0        -  (FLET SB-C::ADD-VAR :IN SB-C::MAKE-LAMBDA-VARS)
 412      4   0.0     21   0.2  10142  89.0        -  SB-C::ADD-EQL-VAR-VAR-CONSTRAINT
 413      4   0.0     20   0.2  10146  89.1        -  SB-C::%DELETE-LVAR-USE
 414      4   0.0     20   0.2  10150  89.1        -  (MACRO-FUNCTION SETF)
 415      4   0.0     18   0.2  10154  89.1        -  SB-C::CONFLICT-ANALYZE-1-BLOCK
 416      4   0.0     16   0.1  10158  89.2        -  SB-C::EMIT-MOVES-AND-COERCIONS
 417      4   0.0     15   0.1  10162  89.2        -  (SB-PCL::FAST-METHOD SHARED-INITIALIZE (SB-PCL::SLOT-OBJECT T))
 418      4   0.0     14   0.1  10166  89.2        -  SB-C::TEMPLATE-RESULTS-OK
 419      4   0.0     13   0.1  10170  89.3        -  SB-C::PROCESS-IGNORE-DECL
 420      4   0.0     11   0.1  10174  89.3        -  SB-KERNEL:VALUES-TYPE-TYPES
 421      4   0.0     11   0.1  10178  89.3        -  SB-C::OPTIMIZE-CONSTANT-LOADS
 422      4   0.0     11   0.1  10182  89.4        -  SB-C::DCE-ANALYZE-BLOCK
 423      4   0.0     10   0.1  10186  89.4        -  SB-C::MAYBE-INSTRUMENT-PROGN-LIKE
 424      4   0.0      9   0.1  10190  89.4        -  SB-C::%DATA-VECTOR-AND-INDEX-DERIVE-TYPE-OPTIMIZER
 425      4   0.0      8   0.1  10194  89.5        -  SB-KERNEL::UNPARSE-ARGS-TYPES
 426      4   0.0      7   0.1  10198  89.5        -  SB-KERNEL:TWO-ARG-IOR
 427      4   0.0      7   0.1  10202  89.6        -  (FLET SB-C::FROB :IN SB-C::INIT-VAR-CONSTRAINTS)
 428      4   0.0      7   0.1  10206  89.6        -  SB-X86-64-ASM::EMIT-EA
 429      4   0.0      7   0.1  10210  89.6        -  SB-REGALLOC::COMPUTE-LIVE-TNS
 430      4   0.0      7   0.1  10214  89.7        -  SB-C::BLOCK-START-CLEANUP
 431      4   0.0      7   0.1  10218  89.7        -  SB-C::PRESENT-IN-FORM
 432      4   0.0      6   0.1  10222  89.7        -  SB-X86-64-ASM::EMIT-REX-IF-NEEDED
 433      4   0.0      6   0.1  10226  89.8        -  SB-KERNEL:CONTAINS-UNKNOWN-TYPE-P
 434      4   0.0      5   0.0  10230  89.8        -  (SETF QVM:MEMORY-BIT-REF)
 435      4   0.0      5   0.0  10234  89.8        -  SB-KERNEL:STRING=*
 436      4   0.0      5   0.0  10238  89.9        -  SB-C::MAKE-INTERVAL
 437      4   0.0      5   0.0  10242  89.9        -  SB-C::IR2-CONVERT-LET
 438      4   0.0      5   0.0  10246  89.9        -  SB-C::WARN-REPEATED-OPTIMIZE-QUALITIES
 439      4   0.0      4   0.0  10250  90.0        -  LOGCOUNT
 440      4   0.0      4   0.0  10254  90.0        -  SB-C::NOTE-UNREFERENCED-VARS
 441      4   0.0      4   0.0  10258  90.0        -  (LAMBDA (SB-PCL::.ARG0. SB-PCL::.ARG1. SB-INT:&MORE SB-PCL::.MORE-CONTEXT. SB-PCL::.MORE-COUNT.) :IN "SYS:SRC;PCL;DLISP3.LISP")
 442      4   0.0      4   0.0  10262  90.1        -  (LAMBDA (SB-PCL::.ARG0.) :IN "SYS:SRC;PCL;BRAID.LISP")
 443      4   0.0      4   0.0  10266  90.1        -  SB-C::MAKE-TAIL-SET
 444      4   0.0      4   0.0  10270  90.2        -  SB-C::CTRAN-HOME-LAMBDA-OR-NULL
 445      4   0.0      4   0.0  10274  90.2        -  SB-C::NOTE-SINGLE-VALUIFIED-LVAR
 446      4   0.0      4   0.0  10278  90.2        -  SB-KERNEL:%WITH-ARRAY-DATA/FP
 447      4   0.0      4   0.0  10282  90.3        -  SB-C::%LVAR-SINGLE-VALUE-P
 448      4   0.0      4   0.0  10286  90.3        -  SB-INT:PARSE-BODY
 449      4   0.0      4   0.0  10290  90.3        -  (LABELS SB-C::REGISTER-P :IN SB-C::OPTIMIZE-CONSTANT-LOADS)
 450      4   0.0      4   0.0  10294  90.4        -  SB-IMPL::REMHASH/EQ
 451      4   0.0      4   0.0  10298  90.4        -  SB-C::GENERATE-TYPE-CHECKS
 452      4   0.0      4   0.0  10302  90.4        -  SB-C::APPLY-TYPE-ANNOTATION
 453      4   0.0      4   0.0  10306  90.5        -  "foreign function hypot"
 454      4   0.0      4   0.0  10310  90.5        -  SB-C::LEAF-DEBUG-NAME
 455      4   0.0      4   0.0  10314  90.5        -  EQUALP
 456      4   0.0      4   0.0  10318  90.6        -  SB-REGALLOC::ADD-LOCATION-CONFLICTS
 457      4   0.0      4   0.0  10322  90.6        -  SB-IMPL::GETHASH/ANY
 458      4   0.0      4   0.0  10326  90.6        -  SB-C::DELETE-UNREFERENCED-TNS
 459      4   0.0      4   0.0  10330  90.7        -  SB-C::MAKE-OPTIONAL-DISPATCH
 460      4   0.0      4   0.0  10334  90.7        -  SB-C::LET-COMBINATION
 461      4   0.0      4   0.0  10338  90.7        -  SB-C::MAKE-VOP
 462      4   0.0      4   0.0  10342  90.8        -  SB-C::MAKE-BOUND-CAST
 463      4   0.0      4   0.0  10346  90.8        -  SB-C::CLEAR-FLAGS
 464      4   0.0      4   0.0  10350  90.9        -  SB-C::CHECK-DS-LIST
 465      4   0.0      4   0.0  10354  90.9        -  SB-IMPL::ALLOC-HASH-CACHE-LINE/2
 466      3   0.0    262   2.3  10357  90.9        -  SB-KERNEL::VALUES-TYPE-OP
 467      3   0.0    241   2.1  10360  90.9        -  SB-C::IR1-CONVERT-MORE
 468      3   0.0    174   1.5  10363  91.0        -  SB-KERNEL:VALUES-TYPES-EQUAL-OR-INTERSECT
 469      3   0.0    159   1.4  10366  91.0        -  SB-C::IR1-CONVERT-%FUNCALL
 470      3   0.0    149   1.3  10369  91.0        -  SB-C::GENERATE-CODE
 471      3   0.0     92   0.8  10372  91.0        -  SB-KERNEL::UNION-COMPLEX-SUBTYPEP-ARG2
 472      3   0.0     84   0.7  10375  91.1        -  SB-C::CONVERT-CALL
 473      3   0.0     84   0.7  10378  91.1        -  CL-QUIL.CLIFFORD::APPLY-PAULI-TO-WAVEFUNCTION
 474      3   0.0     83   0.7  10381  91.1        -  SB-C::NOTE-REJECTED-TEMPLATES
 475      3   0.0     80   0.7  10384  91.2        -  SB-C::TWO-ARG-DERIVE-TYPE
 476      3   0.0     76   0.7  10387  91.2        -  SB-PCL::%CHANGE-CLASS
 477      3   0.0     68   0.6  10390  91.2        -  (LABELS REC :IN MAP-INDEXES)
 478      3   0.0     62   0.5  10393  91.2        -  (LABELS SB-REGALLOC::ATTEMPT-LOCATION :IN SB-REGALLOC::SELECT-LOCATION)
 479      3   0.0     47   0.4  10396  91.3        -  SB-C::DELETE-CAST
 480      3   0.0     46   0.4  10399  91.3        -  SB-C::SUBSTITUTE-LVAR-USES
 481      3   0.0     42   0.4  10402  91.3        -  (FLET SB-IMPL::INSERT-AT :IN SB-IMPL::GET-PUTHASH-DEFINITIONS)
 482      3   0.0     28   0.2  10405  91.3        -  SB-C::BLOCK-PHYSENV
 483      3   0.0     27   0.2  10408  91.4        -  SB-C::FIND-CLEANUP-POINTS
 484      3   0.0     26   0.2  10411  91.4        -  SB-ROTATE-BYTE::%ROTATE-BYTE
 485      3   0.0     24   0.2  10414  91.4        -  SB-C::%LINK-BLOCKS
 486      3   0.0     24   0.2  10417  91.4        -  (FLET "LAMBDA0" :IN "SYS:SRC;COMPILER;IR1OPT.LISP")
 487      3   0.0     23   0.2  10420  91.5        -  SB-C::MAYBE-REANALYZE-FUNCTIONAL
 488      3   0.0     23   0.2  10423  91.5        -  SB-C::IR1-CONVERT-MAYBE-PREDICATE
 489      3   0.0     22   0.2  10426  91.5        -  SB-C::SELECT-TN-REPRESENTATION
 490      3   0.0     19   0.2  10429  91.5        -  SB-KERNEL::%UPGRADED-ARRAY-ELEMENT-TYPE
 491      3   0.0     19   0.2  10432  91.6        -  SB-KERNEL::ARRAY-UNPARSE-TYPE-METHOD
 492      3   0.0     18   0.2  10435  91.6        -  ROW-MAJOR-INDEX
 493      3   0.0     17   0.1  10438  91.6        -  SB-C::REFERENCE-TN
 494      3   0.0     14   0.1  10441  91.7        -  COMPILER-MACRO-FUNCTION
 495      3   0.0     12   0.1  10444  91.7        -  (FLET SB-KERNEL::COMPLEX*REAL :IN SB-KERNEL:TWO-ARG-*)
 496      3   0.0     12   0.1  10447  91.7        -  SB-KERNEL::VALUES-UNPARSE-TYPE-METHOD
 497      3   0.0     12   0.1  10450  91.7        -  FLOOR
 498      3   0.0     11   0.1  10453  91.8        -  SB-C:PRIMITIVE-TYPE
 499      3   0.0     11   0.1  10456  91.8        -  SB-C::IR1-CONVERT-COMMON-FUNCTOID
 500      3   0.0     11   0.1  10459  91.8        -  SB-C::REFERENCE-ARGS
 501      3   0.0     10   0.1  10462  91.8        -  SB-C::CACHED-BLOCK-PHYSENV
 502      3   0.0      8   0.1  10465  91.9        -  SB-C::INTERVAL-MUL
 503      3   0.0      7   0.1  10468  91.9        -  ABS
 504      3   0.0      6   0.1  10471  91.9        -  SB-KERNEL:TWO-ARG->
 505      3   0.0      6   0.1  10474  91.9        -  SB-C::CHANGE-BLOCK-SUCCESSOR
 506      3   0.0      6   0.1  10477  92.0        -  (SB-C::VOP SB-C:MOVE)
 507      3   0.0      6   0.1  10480  92.0        -  SB-C::COMPILER-SPECIFIER-TYPE
 508      3   0.0      5   0.0  10483  92.0        -  SB-C::PROPAGATE-LVAR-DX
 509      3   0.0      5   0.0  10486  92.0        -  (FLET SB-C::SCAN-OPT/KEY :IN SB-INT:PARSE-LAMBDA-LIST)
 510      3   0.0      5   0.0  10489  92.1        -  (SB-PCL::EMF CL-PPCRE:SCAN)
 511      3   0.0      4   0.0  10492  92.1        -  SB-C::RECORD-CALL
 512      3   0.0      4   0.0  10495  92.1        -  SB-C::LVAR-TN
 513      3   0.0      4   0.0  10498  92.2        -  SB-C::LOGAND-DERIVE-UNSIGNED-BOUNDS
 514      3   0.0      4   0.0  10501  92.2        -  SB-C::DELETE-NO-OP-VOPS
 515      3   0.0      4   0.0  10504  92.2        -  SB-C::FUNCTIONAL-SOMEWHAT-LETLIKE-P
 516      3   0.0      4   0.0  10507  92.2        -  SB-KERNEL:TWO-ARG-=
 517      3   0.0      4   0.0  10510  92.3        -  REMOVE-IF
 518      3   0.0      4   0.0  10513  92.3        -  SB-C::CONSET-INTERSECTION
 519      3   0.0      4   0.0  10516  92.3        -  (LAMBDA (SB-C::NAME) :IN SB-C::MAKE-REPEATED-NAME-CHECK)
 520      3   0.0      4   0.0  10519  92.3        -  SB-PCL::CHECK-APPLICABLE-KEYWORDS
 521      3   0.0      3   0.0  10522  92.4        -  QVM::NAT-TUPLE
 522      3   0.0      3   0.0  10525  92.4        -  SB-KERNEL:CLASSOID-CELL-TYPEP
 523      3   0.0      3   0.0  10528  92.4        -  SB-BIGNUM:BIGNUM-LOGICAL-IOR
 524      3   0.0      3   0.0  10531  92.4        -  NTH
 525      3   0.0      3   0.0  10534  92.5        -  (FLET "WRAPPER3" :IN VALID-SHAPE-P)
 526      3   0.0      3   0.0  10537  92.5        -  SB-IMPL::LIST-REVERSE
 527      3   0.0      3   0.0  10540  92.5        -  SB-INT:LOOKS-LIKE-NAME-OF-SPECIAL-VAR-P
 528      3   0.0      3   0.0  10543  92.5        -  SB-KERNEL::DELEGATE-COMPLEX-SUBTYPEP-ARG2
 529      3   0.0      3   0.0  10546  92.6        -  SB-VM::SLOW-HAIRY-DATA-VECTOR-SET
 530      3   0.0      3   0.0  10549  92.6        -  SB-C::LAMBDA-BLOCK
 531      3   0.0      3   0.0  10552  92.6        -  SB-KERNEL:MAKE-MEMBER-TYPE
 532      3   0.0      3   0.0  10555  92.7        -  (FLET "WRAPPER9" :IN VALID-INDEX-P)
 533      3   0.0      3   0.0  10558  92.7        -  SB-KERNEL::NEW-TYPE-HASH
 534      3   0.0      3   0.0  10561  92.7        -  SB-C::CTRAN-DELETED-P
 535      3   0.0      3   0.0  10564  92.7        -  SB-C::PROPAGATE-LVAR-ANNOTATIONS-TO-REFS
 536      3   0.0      3   0.0  10567  92.8        -  (LABELS SB-C::NEED-BINDABLE :IN SB-INT:PARSE-LAMBDA-LIST)
 537      3   0.0      3   0.0  10570  92.8        -  SB-C::DCE-ANALYZE-REF
 538      3   0.0      3   0.0  10573  92.8        -  SB-C::CHECK-VARIABLE-NAME
 539      3   0.0      3   0.0  10576  92.8        -  SB-C::MAKE-CONSTRAINT
 540      3   0.0      3   0.0  10579  92.9        -  SB-C::ASSURE-LEAF-LIVE-P
 541      3   0.0      3   0.0  10582  92.9        -  (LABELS SB-C::DERIVER :IN SB-C::TWO-ARG-DERIVE-TYPE)
 542      3   0.0      3   0.0  10585  92.9        -  (SB-VM::OPTIMIZED-DATA-VECTOR-SET (UNSIGNED-BYTE 32))
 543      3   0.0      3   0.0  10588  92.9        -  SB-C::INTEGER-TYPE-P
 544      3   0.0      3   0.0  10591  93.0        -  SB-C::PROCESS-MUFFLE-DECLS
 545      3   0.0      3   0.0  10594  93.0        -  SB-C::ADD-TO-DFO
 546      3   0.0      3   0.0  10597  93.0        -  SB-C::STEP-FORM-P
 547      3   0.0      3   0.0  10600  93.0        -  SB-KERNEL:%MAKE-LIST
 548      3   0.0      3   0.0  10603  93.1        -  SB-C::FUNCTIONAL-LETLIKE-P
 549      3   0.0      3   0.0  10606  93.1        -  SB-KERNEL:%BIT-POS-FWD/1
 550      3   0.0      3   0.0  10609  93.1        -  (LAMBDA (SB-C::CLEANUP) :IN SB-C::MAP-BLOCK-NLXES)
 551      3   0.0      3   0.0  10612  93.2        -  SB-C::CHECK-IMPORTANT-RESULT
 552      3   0.0      3   0.0  10615  93.2        -  MAX
 553      3   0.0      3   0.0  10618  93.2        -  (FLET SB-KERNEL::BOUND-TEST :IN SB-KERNEL:%%TYPEP)
 554      3   0.0      3   0.0  10621  93.2        -  (SB-VM::OPTIMIZED-DATA-VECTOR-SET (COMPLEX DOUBLE-FLOAT))
 555      2   0.0   6796  59.7  10623  93.2        -  (SB-PCL::FAST-METHOD QVM:RUN (QVM:CLASSICAL-MEMORY-MIXIN))
 556      2   0.0   1589  13.9  10625  93.3        -  SB-C::IR1-CONVERT-SPECIAL-BINDINGS
 557      2   0.0   1414  12.4  10627  93.3        -  SB-C::IR1-CONVERT-INLINE-LAMBDA
 558      2   0.0   1335  11.7  10629  93.3        -  (FLET "LAMBDA0" :IN "SYS:SRC;COMPILER;IR1OPT.LISP")
 559      2   0.0    549   4.8  10631  93.3        -  SB-C::IR1-CONVERT-LET
 560      2   0.0    350   3.1  10633  93.3        -  SB-C::LET-CONVERT
 561      2   0.0    303   2.7  10635  93.4        -  SB-REGALLOC::MAKE-INTERFERENCE-GRAPH
 562      2   0.0    214   1.9  10637  93.4        -  SB-C::LTN-ANALYZE-KNOWN-CALL
