Number of samples:   11203
Sample interval:     0.01 seconds
Total sampling time: 112.03 seconds
Number of cycles:    0
Sampled threads:
 #<SB-THREAD:THREAD "repl-thread" RUNNING {1008AD1BC3}>

           Self        Total        Cumul
  Nr  Count     %  Count     %  Count     %    Calls  Function
 563      2   0.0    112   1.0  10426  93.1        -  (SB-PCL::FAST-METHOD CL-QUIL:GATE-MATRIX (CL-QUIL:PERMUTATION-GATE))
 564      2   0.0    104   0.9  10428  93.1        -  SB-THREAD::CALL-WITH-RECURSIVE-LOCK
 565      2   0.0     89   0.8  10430  93.1        -  SB-C::CONVERT-MORE-ENTRY
 566      2   0.0     75   0.7  10432  93.1        -  CL-QUIL.CLIFFORD::APPLY-PAULI-TO-WAVEFUNCTION
 567      2   0.0     73   0.7  10434  93.1        -  SB-REGALLOC::PACK-TN
 568      2   0.0     63   0.6  10436  93.2        -  SB-C::CONVERT-CALL
 569      2   0.0     59   0.5  10438  93.2        -  SB-C::CONVERT-OPTIONAL-ENTRY
 570      2   0.0     59   0.5  10440  93.2        -  (SB-PCL::FAST-METHOD INTO! (FUNCTION ABSTRACT-TENSOR))
 571      2   0.0     58   0.5  10442  93.2        -  COERCE
 572      2   0.0     44   0.4  10444  93.2        -  SB-IMPL::GROW-HASH-TABLE
 573      2   0.0     42   0.4  10446  93.2        -  (SB-PCL::EMF UPDATE-INSTANCE-FOR-DIFFERENT-CLASS)
 574      2   0.0     41   0.4  10448  93.3        -  SB-C::CONSET-ADD-CONSTRAINT-TO-EQL
 575      2   0.0     40   0.4  10450  93.3        -  SB-KERNEL::NUMBER-SIMPLE-INTERSECTION2-TYPE-METHOD
 576      2   0.0     38   0.3  10452  93.3        -  SB-C::PHYSENV-ANALYZE
 577      2   0.0     38   0.3  10454  93.3        -  (SB-PCL::FAST-METHOD (SETF TREF) (T MATRIX))
 578      2   0.0     34   0.3  10456  93.3        -  SB-C::IR2-CONVERT-TEMPLATE
 579      2   0.0     29   0.3  10458  93.4        -  GENSYM
 580      2   0.0     28   0.2  10460  93.4        -  SB-C::LTN-ANNOTATE-CASTS
 581      2   0.0     27   0.2  10462  93.4        -  (SB-PCL::FAST-METHOD (SETF TREF) (T TENSOR))
 582      2   0.0     26   0.2  10464  93.4        -  (LABELS SB-IMPL::RECURSE :IN SB-IMPL::%SYMBOL-NAMEIFY)
 583      2   0.0     25   0.2  10466  93.4        -  (FLET SB-C::CHECK-NAME :IN SB-INT:CHECK-LAMBDA-LIST-NAMES)
 584      2   0.0     25   0.2  10468  93.4        -  SB-C::%LINK-BLOCKS
 585      2   0.0     22   0.2  10470  93.5        -  SB-C::MAYBE-REANALYZE-FUNCTIONAL
 586      2   0.0     19   0.2  10472  93.5        -  SUBTYPEP
 587      2   0.0     18   0.2  10474  93.5        -  SB-C::EMIT-MOVES-AND-COERCIONS
 588      2   0.0     16   0.1  10476  93.5        -  (LABELS SB-C::CUT-LVAR :IN SB-C::CUT-TO-WIDTH)
 589      2   0.0     16   0.1  10478  93.5        -  SB-C::INHERIT-CONSTRAINTS
 590      2   0.0     16   0.1  10480  93.5        -  (MACRO-FUNCTION SETF)
 591      2   0.0     15   0.1  10482  93.6        -  QVM:APPLY-MATRIX-OPERATOR
 592      2   0.0     15   0.1  10484  93.6        -  (LABELS SB-IMPL::HANDLE-IT :IN SB-KERNEL:OUTPUT-OBJECT)
 593      2   0.0     15   0.1  10486  93.6        -  SB-C::FIND-CLEANUP-POINTS
 594      2   0.0     14   0.1  10488  93.6        -  SB-C::NODE-PHYSENV
 595      2   0.0     14   0.1  10490  93.6        -  (LAMBDA NIL :IN SB-C::EXTRACT-LETISH-VARS)
 596      2   0.0     14   0.1  10492  93.7        -  (LABELS SB-IMPL::RECUR :IN SB-IMPL::STABLE-SORT-LIST)
 597      2   0.0     13   0.1  10494  93.7        -  SB-C::IR2-CONVERT-REF
 598      2   0.0     13   0.1  10496  93.7        -  SB-C::INTERVAL-ADD
 599      2   0.0     12   0.1  10498  93.7        -  SB-C::LTN-ANNOTATE-CAST
 600      2   0.0     12   0.1  10500  93.7        -  (SB-C:DEFTRANSFORM SB-KERNEL:DATA-VECTOR-REF-WITH-OFFSET)
 601      2   0.0     11   0.1  10502  93.7        -  MT19937::%RANDOM-INTEGER
 602      2   0.0     11   0.1  10504  93.8        -  SB-C::%INSERT-CAST-BEFORE
 603      2   0.0     11   0.1  10506  93.8        -  SB-C::CONTROL-ANALYZE-BLOCK
 604      2   0.0     11   0.1  10508  93.8        -  SB-C::TEMPLATE-RESULTS-OK
 605      2   0.0      9   0.1  10510  93.8        -  SB-KERNEL:%MEMBER-KEY-EQ
 606      2   0.0      9   0.1  10512  93.8        -  SB-C:MAKE-NORMAL-TN
 607      2   0.0      9   0.1  10514  93.9        -  (FLET SB-C::BODY-FUN :IN SB-C::INHERIT-CONSTRAINTS)
 608      2   0.0      9   0.1  10516  93.9        -  COLUMN-MAJOR-INDEX
 609      2   0.0      8   0.1  10518  93.9        -  SB-C::SETUP-ENVIRONMENT-TN-CONFLICTS
 610      2   0.0      8   0.1  10520  93.9        -  SB-C::BEST-MODULAR-VERSION
 611      2   0.0      8   0.1  10522  93.9        -  SB-C::NAME-LAMBDALIKE
 612      2   0.0      8   0.1  10524  93.9        -  SB-C::REOPTIMIZE-CALL
 613      2   0.0      8   0.1  10526  94.0        -  SB-REGALLOC::PACK-LOAD-TN
 614      2   0.0      7   0.1  10528  94.0        -  SB-PCL::CHECK-NEW-CLASS-NOT-METAOBJECT
 615      2   0.0      7   0.1  10530  94.0        -  SB-ASSEM::COMPRESS-OUTPUT
 616      2   0.0      7   0.1  10532  94.0        -  MAKE-HASH-TABLE
 617      2   0.0      7   0.1  10534  94.0        -  ABS
 618      2   0.0      7   0.1  10536  94.0        -  SB-C::ARRAY-IN-BOUNDS-P-CONSTRAINTS
 619      2   0.0      7   0.1  10538  94.1        -  (FLET SB-C::BOUND-MUL :IN SB-C::INTERVAL-MUL)
 620      2   0.0      7   0.1  10540  94.1        -  SB-C::ASSERT-ARRAY-INDEX-LVAR-TYPE
 621      2   0.0      6   0.1  10542  94.1        -  SB-C:TEMPLATE-OR-LOSE
 622      2   0.0      6   0.1  10544  94.1        -  SB-KERNEL:VALUES-TYPE-UNION
 623      2   0.0      6   0.1  10546  94.1        -  SB-REGALLOC::COMPUTE-LIVE-TNS
 624      2   0.0      6   0.1  10548  94.2        -  SB-X86-64-ASM::EMIT-REX-IF-NEEDED
 625      2   0.0      6   0.1  10550  94.2        -  (FLET SB-C::DO-1-USE :IN SB-C::CUT-TO-WIDTH)
 626      2   0.0      5   0.0  10552  94.2        -  SB-ASSEM::PERFORM-OPERAND-LOWERING
 627      2   0.0      5   0.0  10554  94.2        -  SB-ASSEM::%EMIT-ALIGNMENT
 628      2   0.0      5   0.0  10556  94.2        -  SB-C::FIND-LOCAL-REFERENCES
 629      2   0.0      5   0.0  10558  94.2        -  SB-C::FIND-MOVE-VOP
 630      2   0.0      5   0.0  10560  94.3        -  SB-C::DELETE-VOP
 631      2   0.0      4   0.0  10562  94.3        -  SB-C::PRESERVE-SINGLE-USE-DEBUG-VAR-P
 632      2   0.0      4   0.0  10564  94.3        -  SB-KERNEL:STRING=*
 633      2   0.0      4   0.0  10566  94.3        -  QVM::CURRENT-INSTRUCTION
 634      2   0.0      4   0.0  10568  94.3        -  SB-KERNEL:CONTAINS-UNKNOWN-TYPE-P
 635      2   0.0      4   0.0  10570  94.4        -  (FLET SB-C::ADD-INFO :IN SB-C::MAKE-LAMBDA-VARS)
 636      2   0.0      4   0.0  10572  94.4        -  SB-C::LOGAND-DERIVE-UNSIGNED-BOUNDS
 637      2   0.0      4   0.0  10574  94.4        -  SB-C::DERIVE-AREF-TYPE
 638      2   0.0      4   0.0  10576  94.4        -  (FLET SB-C::FROB :IN SB-C::INIT-VAR-CONSTRAINTS)
 639      2   0.0      4   0.0  10578  94.4        -  SB-KERNEL::NUMBER-SIMPLE-SUBTYPEP-TYPE-METHOD
 640      2   0.0      4   0.0  10580  94.4        -  (SB-C:DEFTRANSFORM SB-KERNEL:CHECK-BOUND)
 641      2   0.0      4   0.0  10582  94.5        -  (LABELS SB-REGALLOC::WALK-TN-REFS :IN SB-REGALLOC::TN-LEXICAL-DEPTH)
 642      2   0.0      4   0.0  10584  94.5        -  SB-C::REOPTIMIZE-LAMBDA-VAR
 643      2   0.0      4   0.0  10586  94.5        -  VECTOR-PUSH-EXTEND
 644      2   0.0      3   0.0  10588  94.5        -  (SETF QVM::MEMORY-VIEW-REF)
 645      2   0.0      3   0.0  10590  94.5        -  (SB-PCL::EMF CHANGE-CLASS)
 646      2   0.0      3   0.0  10592  94.5        -  QVM::CHECK-CLASSICAL-MEMORY-BOUNDS
 647      2   0.0      3   0.0  10594  94.6        -  SB-C::LAMBDA-COMPONENT
 648      2   0.0      3   0.0  10596  94.6        -  (LABELS SB-KERNEL:%MAP :IN SB-KERNEL::MAP-TYPE)
 649      2   0.0      3   0.0  10598  94.6        -  SB-REGALLOC::%MAKE-VERTEX
 650      2   0.0      3   0.0  10600  94.6        -  SB-KERNEL:MAKE-SHORT-VALUES-TYPE
 651      2   0.0      3   0.0  10602  94.6        -  SB-C::CONVERT-TO-GLOBAL
 652      2   0.0      3   0.0  10604  94.7        -  CL-QUIL.CLIFFORD::READ-BASIS-STATE-FROM-SCRATCH-ROW
 653      2   0.0      3   0.0  10606  94.7        -  SB-X86-64-ASM::EMIT-EA
 654      2   0.0      3   0.0  10608  94.7        -  SB-KERNEL:%DPB
 655      2   0.0      3   0.0  10610  94.7        -  SB-C::DUMP-1-VAR
 656      2   0.0      3   0.0  10612  94.7        -  (LAMBDA (SB-X86-64-ASM::SEGMENT SB-X86-64-ASM::CHOOSER SB-X86-64-ASM::POSN SB-X86-64-ASM::DELTA-IF-AFTER) :IN SB-X86-64-ASM::JMP)
 657      2   0.0      3   0.0  10614  94.7        -  (:SOURCE-TRANSFORM SB-KERNEL:DATA-VECTOR-REF)
 658      2   0.0      3   0.0  10616  94.8        -  SB-IMPL::%MAKE-HASH-TABLE
 659      2   0.0      3   0.0  10618  94.8        -  SB-C::%ALLOCATE-CLOSURES-IR2-CONVERT-OPTIMIZER
 660      2   0.0      3   0.0  10620  94.8        -  SB-IMPL::%OUTPUT-REASONABLE-INTEGER-IN-BASE
 661      2   0.0      3   0.0  10622  94.8        -  SB-C::COMPILER-SPECIFIER-TYPE
 662      2   0.0      3   0.0  10624  94.8        -  SB-C::MAY-DELETE-BOUND-CAST
 663      2   0.0      2   0.0  10626  94.9        -  (FLET SB-REGALLOC::VOP-DEPTH-COST :IN SB-REGALLOC::ASSIGN-TN-COSTS)
 664      2   0.0      2   0.0  10628  94.9        -  QVM::MATMUL2
 665      2   0.0      2   0.0  10630  94.9        -  SB-PCL::ENSURE-CACHED-CTOR
 666      2   0.0      2   0.0  10632  94.9        -  (SB-PCL::FAST-METHOD QVM:APPLY-GATE (QVM::COMPILED-PERMUTATION-GATE-APPLICATION T T))
 667      2   0.0      2   0.0  10634  94.9        -  (LAMBDA (#:WAVEFUNCTION62243))
 668      2   0.0      2   0.0  10636  94.9        -  (FLET "WRAPPER9" :IN VALID-INDEX-P)
 669      2   0.0      2   0.0  10638  95.0        -  (LAMBDA (SB-PCL::.ARG0. SB-PCL::.ARG1.) :IN "SYS:SRC;PCL;DLISP3.LISP")
 670      2   0.0      2   0.0  10640  95.0        -  (SB-PCL::FAST-METHOD QVM:TRANSITION :AROUND (T T))
 671      2   0.0      2   0.0  10642  95.0        -  SB-KERNEL:SCALE-DOUBLE-FLOAT
 672      2   0.0      2   0.0  10644  95.0        -  FLOAT
 673      2   0.0      2   0.0  10646  95.0        -  SB-KERNEL:%SP-STRING-COMPARE
 674      2   0.0      2   0.0  10648  95.0        -  (LAMBDA (QVM::NEW-VALUE QVM::MEM QVM::I) :IN QVM::ALLOCATE-MEMORY-FOR-MODEL)
 675      2   0.0      2   0.0  10650  95.1        -  "foreign function sin"
 676      2   0.0      2   0.0  10652  95.1        -  (LAMBDA (#:WAVEFUNCTION62246))
 677      2   0.0      2   0.0  10654  95.1        -  (LAMBDA (SB-PCL::.ARG0. SB-PCL::.ARG1.) :IN "SYS:SRC;PCL;BRAID.LISP")
 678      2   0.0      2   0.0  10656  95.1        -  SB-BIGNUM::%NORMALIZE-BIGNUM
 679      2   0.0      2   0.0  10658  95.1        -  SB-PCL::TRY-UPDATE-CACHE-LINE
 680      2   0.0      2   0.0  10660  95.2        -  (SB-PCL::FAST-METHOD (SETF SB-PCL::SLOT-ACCESSOR-STD-P) (T SB-MOP:EFFECTIVE-SLOT-DEFINITION T))
 681      2   0.0      2   0.0  10662  95.2        -  SB-C::MAKE-CONSTRAINT
 682      2   0.0      2   0.0  10664  95.2        -  IDENTITY
 683      2   0.0      2   0.0  10666  95.2        -  (LABELS SB-C::REGISTER-P :IN SB-C::OPTIMIZE-CONSTANT-LOADS)
 684      2   0.0      2   0.0  10668  95.2        -  MACRO-FUNCTION
 685      2   0.0      2   0.0  10670  95.2        -  LOGNOT
 686      2   0.0      2   0.0  10672  95.3        -  (FLET SB-C::DO-1-USE :IN SB-C::FLUSH-DEAD-CODE)
 687      2   0.0      2   0.0  10674  95.3        -  SB-C::NOTE-UNWINNAGE
 688      2   0.0      2   0.0  10676  95.3        -  SB-KERNEL:%MEMBER-TEST
 689      2   0.0      2   0.0  10678  95.3        -  SB-C::SIMPLIFY-SOURCE-PATH-FORM
 690      2   0.0      2   0.0  10680  95.3        -  SB-C::BLOCK-END-CLEANUP
 691      2   0.0      2   0.0  10682  95.4        -  SORT
 692      2   0.0      2   0.0  10684  95.4        -  SB-C::MAYBE-CONVERT-TO-ASSIGNMENT
 693      2   0.0      2   0.0  10686  95.4        -  SB-KERNEL:MAKE-MEMBER-TYPE
 694      2   0.0      2   0.0  10688  95.4        -  (FLET SB-C::BODY-FUN :IN SB-C::ADD-EQL-VAR-VAR-CONSTRAINT)
 695      2   0.0      2   0.0  10690  95.4        -  SB-KERNEL:TWO-ARG-/
 696      2   0.0      2   0.0  10692  95.4        -  (FLET SB-C::ADD-COSTS :IN SB-C::ADD-REPRESENTATION-COSTS)
 697      2   0.0      2   0.0  10694  95.5        -  SB-C:MOVE
 698      2   0.0      2   0.0  10696  95.5        -  SB-C::SOURCE-TRANSFORM-TRANSITIVE
 699      2   0.0      2   0.0  10698  95.5        -  SB-C::CLEAR-CONSTANT-INFO
 700      2   0.0      2   0.0  10700  95.5        -  SB-C::MAKE-EXIT
 701      2   0.0      2   0.0  10702  95.5        -  SB-IMPL::PICK-TABLE-METHODS
 702      2   0.0      2   0.0  10704  95.5        -  SB-KERNEL:TYPE-NEGATION
 703      2   0.0      2   0.0  10706  95.6        -  SB-C::LVAR-DELAYED-LEAF
 704      2   0.0      2   0.0  10708  95.6        -  SB-C::CONSTRAINT-PROPAGATE-IF
 705      2   0.0      2   0.0  10710  95.6        -  SB-C::FUNCTIONAL-DEBUG-NAME
 706      2   0.0      2   0.0  10712  95.6        -  SB-C::CLEAR-FLAGS
 707      2   0.0      2   0.0  10714  95.6        -  SB-KERNEL::HAS-SUPERCLASSES-COMPLEX-SUBTYPEP-ARG1
 708      2   0.0      2   0.0  10716  95.7        -  "foreign function arch_get_fp_modes"
 709      2   0.0      2   0.0  10718  95.7        -  SB-C::BLOCK-END-LEXENV
 710      2   0.0      2   0.0  10720  95.7        -  SB-C::ASSURE-LEAF-LIVE-P
 711      2   0.0      2   0.0  10722  95.7        -  SB-KERNEL::MAYBE-REPARSE-SPECIFIER
 712      2   0.0      2   0.0  10724  95.7        -  (FLET "LAMBDA0" :IN "SYS:SRC;COMPILER;CONSTRAINT.LISP")
 713      2   0.0      2   0.0  10726  95.7        -  SB-C::MAKE-TAIL-SET
 714      2   0.0      2   0.0  10728  95.8        -  SB-C::FIND-IN-BINDINGS-OR-FBINDINGS
 715      2   0.0      2   0.0  10730  95.8        -  (FLET "BOD5" :IN SB-REGALLOC::ASSIGN-TN-COSTS)
 716      2   0.0      2   0.0  10732  95.8        -  SB-C::PRINCIPAL-LVAR-END
 717      2   0.0      2   0.0  10734  95.8        -  (FLET SB-C::DO-1-USE :IN SB-C::FLUSH-DEST)
 718      2   0.0      2   0.0  10736  95.8        -  SB-C::FIND-IN-PHYSENV
 719      2   0.0      2   0.0  10738  95.9        -  COMPLEX
 720      2   0.0      2   0.0  10740  95.9        -  SB-KERNEL:ALWAYS-SUBTYPEP
 721      2   0.0      2   0.0  10742  95.9        -  SB-C::DELETE-RETURN
 722      2   0.0      2   0.0  10744  95.9        -  SB-VM::TN-REG
 723      2   0.0      2   0.0  10746  95.9        -  SB-KERNEL:MODIFIED-NUMERIC-TYPE
 724      2   0.0      2   0.0  10748  95.9        -  SB-C::FUNCTIONAL-LETLIKE-P
 725      2   0.0      2   0.0  10750  96.0        -  SB-ASSEM::TRACE-INST
 726      2   0.0      2   0.0  10752  96.0        -  SB-C::COMBINATION-DEFINED-TYPE
 727      2   0.0      2   0.0  10754  96.0        -  SB-C::DELETE-LAMBDA
 728      2   0.0      2   0.0  10756  96.0        -  SB-INT:PARSE-BODY
 729      2   0.0      2   0.0  10758  96.0        -  SB-C::GET-LAMBDA-PHYSENV
 730      2   0.0      2   0.0  10760  96.0        -  (FLET SB-C::DO-1-USE :IN SB-C::LTN-ANNOTATE-CASTS)
 731      2   0.0      2   0.0  10762  96.1        -  SB-C::NUMERIC-TYPE-REAL-P
 732      2   0.0      2   0.0  10764  96.1        -  SB-C::NOTE-UNREFERENCED-VARS
 733      2   0.0      2   0.0  10766  96.1        -  SB-C::CTRAN-DELETED-P
 734      2   0.0      2   0.0  10768  96.1        -  SB-INT:ALLOC-XSET
 735      2   0.0      2   0.0  10770  96.1        -  SB-C::COMBINATION-LAMBDA
 736      2   0.0      2   0.0  10772  96.2        -  SB-C::MAP-LVAR-DEST-CASTS
 737      2   0.0      2   0.0  10774  96.2        -  CL-QUIL.CLIFFORD::MULTIPLY-COMPONENTS
 738      2   0.0      2   0.0  10776  96.2        -  MAX
 739      2   0.0      2   0.0  10778  96.2        -  SB-C::APPLY-TYPE-ANNOTATION
 740      1   0.0   8379  74.8  10779  96.2        -  SB-C:COMPILE-IN-LEXENV
 741      1   0.0   8377  74.8  10780  96.2        -  (FLET SB-C::WITH-IT :IN SB-C::%WITH-COMPILATION-UNIT)
 742      1   0.0   6608  59.0  10781  96.2        -  (SB-PCL::FAST-METHOD QVM:RUN (QVM:CLASSICAL-MEMORY-MIXIN))
 743      1   0.0   4997  44.6  10782  96.2        -  SB-C::IR1-OPTIMIZE-PHASE-1
 744      1   0.0   2376  21.2  10783  96.3        -  SB-C::%COMPILE-COMPONENT
 745      1   0.0    768   6.9  10784  96.3        -  SB-C::%PROCESSING-DECLS
 746      1   0.0    506   4.5  10785  96.3        -  SB-C::IR1-CONVERT-LET*
 747      1   0.0    337   3.0  10786  96.3        -  SB-C::IR1-CONVERT-MULTIPLE-VALUE-CALL
 748      1   0.0    330   2.9  10787  96.3        -  SB-C::LET-CONVERT
 749      1   0.0    329   2.9  10788  96.3        -  (SB-PCL::FAST-METHOD QVM:TRANSITION (QVM:PURE-STATE-QVM CL-QUIL:GATE-APPLICATION))
 750      1   0.0    327   2.9  10789  96.3        -  SB-C::FUN-NAME-LEAF
 751      1   0.0    270   2.4  10790  96.3        -  SB-C::LTN-ANALYZE
 752      1   0.0    266   2.4  10791  96.3        -  SB-REGALLOC::MAKE-INTERFERENCE-GRAPH
 753      1   0.0    181   1.6  10792  96.3        -  SB-C::IR1-CONVERT-%FUNCALL
 754      1   0.0    114   1.0  10793  96.3        -  SB-REGALLOC::INSERT-BLOCK-LOCAL-CONFLICTS
 755      1   0.0    110   1.0  10794  96.3        -  SB-C:IR2-CONVERT
 756      1   0.0     73   0.7  10795  96.4        -  (LABELS REC :IN MAP-INDEXES)
 757      1   0.0     72   0.6  10796  96.4        -  SB-C::IR1-CONVERT-TRULY-THE
 758      1   0.0     59   0.5  10797  96.4        -  SB-C::CLEAN-COMPONENT
 759      1   0.0     57   0.5  10798  96.4        -  SB-KERNEL:%PUTHASH
 760      1   0.0     56   0.5  10799  96.4        -  SB-C::PROPAGATE-FROM-SETS
 761      1   0.0     56   0.5  10800  96.4        -  SB-REGALLOC::SELECT-LOCATION
 762      1   0.0     53   0.5  10801  96.4        -  (LABELS SB-REGALLOC::ATTEMPT-LOCATION :IN SB-REGALLOC::SELECT-LOCATION)
 763      1   0.0     52   0.5  10802  96.4        -  (FLET SB-REGALLOC::PACK-TNS :IN SB-REGALLOC:PACK)
 764      1   0.0     52   0.5  10803  96.4        -  SB-C::IR1-CONVERT-SETQ
 765      1   0.0     50   0.4  10804  96.4        -  SB-C::IR1-OPTIMIZE-SET
 766      1   0.0     49   0.4  10805  96.4        -  SB-C::PROCESS-1-DECL
 767      1   0.0     45   0.4  10806  96.5        -  SB-C::DFO-AS-NEEDED
 768      1   0.0     41   0.4  10807  96.5        -  SB-KERNEL:TYPE-APPROX-INTERSECTION2
 769      1   0.0     38   0.3  10808  96.5        -  SB-C::FIND-INITIAL-DFO
 770      1   0.0     36   0.3  10809  96.5        -  (FLET "LAMBDA0" :IN "SYS:SRC;COMPILER;IR1UTIL.LISP")
 771      1   0.0     35   0.3  10810  96.5        -  (FLET SB-C::BODY-FUN :IN SB-C::CONSET-ADD-CONSTRAINT-TO-EQL)
 772      1   0.0     34   0.3  10811  96.5        -  (SB-PCL::FAST-METHOD UPDATE-INSTANCE-FOR-DIFFERENT-CLASS (STANDARD-OBJECT STANDARD-OBJECT))
 773      1   0.0     34   0.3  10812  96.5        -  SB-KERNEL::UNION-SIMPLE-INTERSECTION2-TYPE-METHOD
 774      1   0.0     33   0.3  10813  96.5        -  SB-ROTATE-BYTE::%ROTATE-BYTE
 775      1   0.0     31   0.3  10814  96.5        -  SB-REGALLOC::PACK-COLORED
 776      1   0.0     31   0.3  10815  96.5        -  SB-KERNEL:VALUES-SPECIFIER-TYPE
 777      1   0.0     30   0.3  10816  96.5        -  SB-C::CONVERT-MV-CALL
 778      1   0.0     30   0.3  10817  96.6        -  CL-QUIL.CLIFFORD::MULTIPLY-INTO-SCRATCH
 779      1   0.0     28   0.2  10818  96.6        -  SB-C::SSET-UNION-OF-DIFFERENCE
 780      1   0.0     25   0.2  10819  96.6        -  SB-C::CONVERT-MORE-CALL
 781      1   0.0     24   0.2  10820  96.6        -  SB-C::ADD-TEST-CONSTRAINTS
 782      1   0.0     24   0.2  10821  96.6        -  ROUND
 783      1   0.0     22   0.2  10822  96.6        -  (LAMBDA NIL :IN SB-C::PARSE-LETISH)
 784      1   0.0     22   0.2  10823  96.6        -  (SB-PCL::FAST-METHOD MAKE-TENSOR (T T T))
 785      1   0.0     21   0.2  10824  96.6        -  SB-C::ADD-EQL-VAR-VAR-CONSTRAINT
 786      1   0.0     20   0.2  10825  96.6        -  SB-C::IR1-OPTIMIZE-MV-COMBINATION
 787      1   0.0     20   0.2  10826  96.6        -  EXPT
 788      1   0.0     19   0.2  10827  96.6        -  SB-C::BLOCK-PHYSENV
 789      1   0.0     19   0.2  10828  96.7        -  SB-C::+-DERIVE-TYPE-AUX
 790      1   0.0     18   0.2  10829  96.7        -  SB-THREAD::CALL-WITH-RECURSIVE-SYSTEM-LOCK
 791      1   0.0     18   0.2  10830  96.7        -  SB-LOOP::LOOP-TRANSLATE
 792      1   0.0     17   0.2  10831  96.7        -  (SB-PCL::FAST-METHOD QVM:TRANSITION (QVM:PURE-STATE-QVM QVM::COMPILED-GATE-APPLICATION))
 793      1   0.0     17   0.2  10832  96.7        -  SB-C::PROCESS-TYPE-DECL
 794      1   0.0     16   0.1  10833  96.7        -  SB-C::FIND-COMPILER-MACRO
 795      1   0.0     16   0.1  10834  96.7        -  SB-C::FLUSHABLE-COMBINATION-P
 796      1   0.0     16   0.1  10835  96.7        -  (FLET "LAMBDA0" :IN "SYS:SRC;COMPILER;IR1OPT.LISP")
 797      1   0.0     16   0.1  10836  96.7        -  SB-C::NOTE-BLOCK-DELETION
 798      1   0.0     15   0.1  10837  96.7        -  (SB-PCL::FAST-METHOD QVM:MEASURE (QVM:PURE-STATE-QVM T))
 799      1   0.0     15   0.1  10838  96.7        -  (LABELS SB-C::SCAVENGE-LAMBDA :IN SB-C::DFO-SCAVENGE-DEPENDENCY-GRAPH)
 800      1   0.0     15   0.1  10839  96.8        -  SB-C::DELETE-OPTIONAL-DISPATCH
 801      1   0.0     15   0.1  10840  96.8        -  (MACRO-FUNCTION MULTIPLE-VALUE-BIND)
 802      1   0.0     14   0.1  10841  96.8        -  SB-C::EMIT-MOVE
 803      1   0.0     14   0.1  10842  96.8        -  (LABELS SB-C::LINK-2BLOCKS :IN SB-C::INITIALIZE-IR2-BLOCKS-FLOW-INFO)
 804      1   0.0     14   0.1  10843  96.8        -  SB-LOOP::LOOP-HACK-ITERATION
 805      1   0.0     13   0.1  10844  96.8        -  SB-C::LVAR-TN
 806      1   0.0     12   0.1  10845  96.8        -  SB-C::LIFETIME-PRE-PASS
 807      1   0.0     12   0.1  10846  96.8        -  SB-C::CONTROL-ANALYZE
 808      1   0.0     11   0.1  10847  96.8        -  SB-C::CONTROL-ANALYZE-1-FUN
 809      1   0.0     11   0.1  10848  96.8        -  (FLET SB-C::FROB :IN SB-C::DELETE-OPTIONAL-DISPATCH)
 810      1   0.0     11   0.1  10849  96.8        -  (FLET "WRAPPER3" :IN CL-QUIL.CLIFFORD::GLOBAL-PHASE~)
 811      1   0.0     10   0.1  10850  96.8        -  SB-KERNEL::HIERARCHICAL-INTERSECTION2
 812      1   0.0     10   0.1  10851  96.9        -  SB-KERNEL:TYPE/=
 813      1   0.0     10   0.1  10852  96.9        -  SB-C::COERCE-VOP-OPERANDS
 814      1   0.0     10   0.1  10853  96.9        -  SB-FORMAT::INTERPRET-DIRECTIVE-LIST
 815      1   0.0     10   0.1  10854  96.9        -  CL-QUIL::KQ-GATE-ON-LINES
 816      1   0.0      9   0.1  10855  96.9        -  SB-C::ELIMINATE-DEAD-CODE
 817      1   0.0      9   0.1  10856  96.9        -  SB-KERNEL::VALUES-UNPARSE-TYPE-METHOD
 818      1   0.0      9   0.1  10857  96.9        -  SB-C::COERCE-SOME-OPERANDS
 819      1   0.0      9   0.1  10858  96.9        -  SB-INT:CHECK-DEPRECATED-THING
 820      1   0.0      9   0.1  10859  96.9        -  SB-C::%ADD-LAMBDA-VARS-TO-CLOSURES
 821      1   0.0      9   0.1  10860  96.9        -  SB-C::INTERVAL-MUL
 822      1   0.0      8   0.1  10861  96.9        -  SB-C::LTN-ANALYZE-LOCAL-CALL
 823      1   0.0      8   0.1  10862  97.0        -  SB-C::FIND-ROTATED-LOOP-HEAD
 824      1   0.0      8   0.1  10863  97.0        -  SB-IMPL::GETHASH/EQ/LOCK
 825      1   0.0      8   0.1  10864  97.0        -  (SB-C:DEFTRANSFORM LOGAND)
 826      1   0.0      8   0.1  10865  97.0        -  SB-C::EMIT-COERCE-VOP
 827      1   0.0      8   0.1  10866  97.0        -  SB-C::ASH-DERIVE-TYPE-AUX
 828      1   0.0      7   0.1  10867  97.0        -  SB-IMPL::PUTHASH/EQUAL
 829      1   0.0      7   0.1  10868  97.0        -  (FLET "LAMBDA0" :IN "SYS:SRC;COMPILER;IR1UTIL.LISP")
 830      1   0.0      7   0.1  10869  97.0        -  (LAMBDA (&REST POS) :IN FROM-LIST)
 831      1   0.0      6   0.1  10870  97.0        -  SB-C::CANONIZED-DECL-SPEC
 832      1   0.0      6   0.1  10871  97.0        -  SB-C::MAKE-CONSTANT
 833      1   0.0      6   0.1  10872  97.0        -  (FLET "LAMBDA0" :IN "SYS:SRC;COMPILER;IR1OPT.LISP")
