Number of samples:   11203
Sample interval:     0.01 seconds
Total sampling time: 112.03 seconds
Number of cycles:    0
Sampled threads:
 #<SB-THREAD:THREAD "repl-thread" RUNNING {1008AD1BC3}>

           Self        Total        Cumul
  Nr  Count     %  Count     %  Count     %    Calls  Function
 282      7   0.1      7   0.1   9213  82.2        -  SB-REGALLOC::BLOCK-GTNS
 283      7   0.1      7   0.1   9220  82.3        -  SB-IMPL::VECTOR-REPLACE
 284      7   0.1      7   0.1   9227  82.4        -  SB-KERNEL:%%TYPEP
 285      7   0.1      7   0.1   9234  82.4        -  SB-C::MAKE-TN
 286      7   0.1      7   0.1   9241  82.5        -  SB-C::MAKE-GLOBAL-VAR
 287      7   0.1      7   0.1   9248  82.5        -  SB-KERNEL:TYPE-UNION
 288      7   0.1      7   0.1   9255  82.6        -  SB-C::SINGLE-REF-BLOCK-P
 289      7   0.1      7   0.1   9262  82.7        -  SB-INT:MAKE-SSET
 290      7   0.1      7   0.1   9269  82.7        -  SB-C::SUBSTITUTE-LET-FUNARGS
 291      7   0.1      7   0.1   9276  82.8        -  SB-C::CHECK-VARIABLE-NAME
 292      7   0.1      7   0.1   9283  82.9        -  SB-C::INSTRUMENT-COVERAGE
 293      7   0.1      7   0.1   9290  82.9        -  SB-C::CHECK-DS-LIST
 294      7   0.1      7   0.1   9297  83.0        -  SB-C::LAMBDA-VAR-REF-LVAR
 295      7   0.1      7   0.1   9304  83.0        -  SB-C:MAKE-TN-REF
 296      7   0.1      7   0.1   9311  83.1        -  SB-C::FLUSH-NODE
 297      7   0.1      7   0.1   9318  83.2        -  SB-KERNEL:TYPE-SPECIFIER
 298      7   0.1      7   0.1   9325  83.2        -  SB-C::COMPUTE-INITIAL-CONFLICTS
 299      7   0.1      7   0.1   9332  83.3        -  SB-C::PONDER-FULL-CALL
 300      7   0.1      7   0.1   9339  83.4        -  SB-KERNEL:UB32-BASH-FILL
 301      6   0.1    995   8.9   9345  83.4        -  SB-C::IR1-CONVERT-COMBINATION-CHECKING-TYPE
 302      6   0.1    893   8.0   9351  83.5        -  SB-C::IR1-CONVERT-GLOBAL-FUNCTOID
 303      6   0.1    462   4.1   9357  83.5        -  SB-C::FIND-AND-PROPAGATE-CONSTRAINTS
 304      6   0.1    406   3.6   9363  83.6        -  SB-C::CONVERT-CALL-IF-POSSIBLE
 305      6   0.1    352   3.1   9369  83.6        -  SB-C::THE-IN-POLICY
 306      6   0.1    167   1.5   9375  83.7        -  (LAMBDA (SB-C::ARG TYPE SB-C::LVARS &OPTIONAL SB-C::ANNOTATION) :IN SB-C::ASSERT-CALL-TYPE)
 307      6   0.1    127   1.1   9381  83.7        -  SB-KERNEL::%TYPE-INTERSECTION2
 308      6   0.1     97   0.9   9387  83.8        -  SB-C::TYPE-ASSERTED-P
 309      6   0.1     78   0.7   9393  83.8        -  SB-C::DELETE-LET
 310      6   0.1     65   0.6   9399  83.9        -  VALID-INDEX-P
 311      6   0.1     64   0.6   9405  84.0        -  (FLET SB-C::PROCESS-IT :IN SB-C::PROCESS-DECLS)
 312      6   0.1     58   0.5   9411  84.0        -  SB-C::DELETE-BLOCK
 313      6   0.1     44   0.4   9417  84.1        -  SB-REGALLOC::OPTIMIZED-EMIT-SAVES
 314      6   0.1     34   0.3   9423  84.1        -  SB-C::DFO-SCAVENGE-DEPENDENCY-GRAPH
 315      6   0.1     27   0.2   9429  84.2        -  SB-C::IR1-CONVERT-MAYBE-PREDICATE
 316      6   0.1     24   0.2   9435  84.2        -  (FLET SB-C::ENQUEUE :IN SB-C::FIND-AND-PROPAGATE-CONSTRAINTS)
 317      6   0.1     21   0.2   9441  84.3        -  SB-IMPL::REHASH
 318      6   0.1     18   0.2   9447  84.3        -  SB-C::SSET-UNION
 319      6   0.1     17   0.2   9453  84.4        -  SB-C::IR1-CONVERT-COMMON-FUNCTOID
 320      6   0.1     16   0.1   9459  84.4        -  SB-ASSEM::%INST
 321      6   0.1     12   0.1   9465  84.5        -  SB-C::BLOCK-START-CLEANUP
 322      6   0.1     10   0.1   9471  84.5        -  SB-C::LVAR-VALUE
 323      6   0.1      9   0.1   9477  84.6        -  (LAMBDA (SB-C::CONSTRAINT) :IN SB-C::CONSTRAIN-REF-TYPE)
 324      6   0.1      9   0.1   9483  84.6        -  SB-C::NOTE-UNREFERENCED-FUN-VARS
 325      6   0.1      8   0.1   9489  84.7        -  QVM::MATRIX-MULTIPLY
 326      6   0.1      8   0.1   9495  84.8        -  SB-KERNEL::NUMERIC-TYPES-INTERSECT
 327      6   0.1      8   0.1   9501  84.8        -  SB-IMPL::MERGE-LISTS*
 328      6   0.1      7   0.1   9507  84.9        -  POSITION
 329      6   0.1      7   0.1   9513  84.9        -  SB-X86-64-ASM::EMIT-PREFIXES
 330      6   0.1      7   0.1   9519  85.0        -  NCONC
 331      6   0.1      6   0.1   9525  85.0        -  SB-C::CONSET-MEMBER
 332      6   0.1      6   0.1   9531  85.1        -  SB-KERNEL:HAIRY-DATA-VECTOR-SET/CHECK-BOUNDS
 333      6   0.1      6   0.1   9537  85.1        -  (SB-PCL::EMF SB-MOP:CLASS-SLOTS)
 334      6   0.1      6   0.1   9543  85.2        -  SB-VM::ALLOCATE-VECTOR-WITH-WIDETAG
 335      6   0.1      6   0.1   9549  85.2        -  SB-IMPL::QUASI-RANDOM-ADDRESS-BASED-HASH
 336      6   0.1      6   0.1   9555  85.3        -  "foreign function cos"
 337      6   0.1      6   0.1   9561  85.3        -  SB-PCL::FIND-SLOT-CELL
 338      6   0.1      6   0.1   9567  85.4        -  SB-KERNEL:HAIRY-DATA-VECTOR-REF/CHECK-BOUNDS
 339      6   0.1      6   0.1   9573  85.5        -  NTH
 340      6   0.1      6   0.1   9579  85.5        -  SB-KERNEL:TWO-ARG-IOR
 341      6   0.1      6   0.1   9585  85.6        -  (SB-VM::OPTIMIZED-DATA-VECTOR-SET (UNSIGNED-BYTE 32))
 342      6   0.1      6   0.1   9591  85.6        -  (FLET SB-C::CLEAR-REOPTIMIZE-ARGS :IN SB-C::IR1-OPTIMIZE-COMBINATION)
 343      6   0.1      6   0.1   9597  85.7        -  KEYWORDP
 344      6   0.1      6   0.1   9603  85.7        -  SB-C::JOIN-COMPONENTS
 345      6   0.1      6   0.1   9609  85.8        -  SB-C::TN-WRITES
 346      6   0.1      6   0.1   9615  85.8        -  SB-C::MAKE-CONSET
 347      6   0.1      6   0.1   9621  85.9        -  SB-C::TN-READS
 348      5   0.0   2272  20.3   9626  85.9        -  SB-C::%WITH-IR1-ENVIRONMENT-FROM-NODE
 349      5   0.0    846   7.6   9631  86.0        -  (FLET SB-REGALLOC::COLOR-VERTICES :IN SB-REGALLOC::COLOR-INTERFERENCE-GRAPH)
 350      5   0.0    255   2.3   9636  86.0        -  SB-C::LTN-ANALYZE-BLOCK
 351      5   0.0    236   2.1   9641  86.1        -  SB-C::LTN-ANALYZE-KNOWN-CALL
 352      5   0.0    129   1.2   9646  86.1        -  SB-C::GENERATE-CODE
 353      5   0.0    101   0.9   9651  86.1        -  (FLET "WITHOUT-INTERRUPTS-BODY-29" :IN SB-THREAD::CALL-WITH-RECURSIVE-LOCK)
 354      5   0.0     95   0.8   9656  86.2        -  SB-C::NOTE-REJECTED-TEMPLATES
 355      5   0.0     79   0.7   9661  86.2        -  SB-KERNEL::UNION-COMPLEX-SUBTYPEP-ARG2
 356      5   0.0     76   0.7   9666  86.3        -  SB-C::FIND-TEMPLATE
 357      5   0.0     64   0.6   9671  86.3        -  SB-C::MOVE-RETURN-USES
 358      5   0.0     58   0.5   9676  86.4        -  SB-C::INSERT-CAST-BEFORE
 359      5   0.0     44   0.4   9681  86.4        -  SB-C::FIND-DFO
 360      5   0.0     41   0.4   9686  86.5        -  SB-C::MAYBE-ADD-EQL-VAR-LVAR-CONSTRAINT
 361      5   0.0     21   0.2   9691  86.5        -  SB-C::EXTRACT-LETISH-VARS
 362      5   0.0     20   0.2   9696  86.5        -  SB-C::INITIALIZE-IR2-BLOCKS-FLOW-INFO
 363      5   0.0     17   0.2   9701  86.6        -  REDUCE
 364      5   0.0     14   0.1   9706  86.6        -  SB-C::EMIT-VOP
 365      5   0.0     14   0.1   9711  86.7        -  SB-C::FIND-CONSTANT
 366      5   0.0     13   0.1   9716  86.7        -  (FLET QVM::FAST-MULTIPLY-IN :IN QVM:APPLY-OPERATOR)
 367      5   0.0     13   0.1   9721  86.8        -  SB-C::RECOGNIZE-DYNAMIC-EXTENT-LVARS
 368      5   0.0     13   0.1   9726  86.8        -  SB-C::%DELETE-LVAR-USE
 369      5   0.0     11   0.1   9731  86.9        -  SB-KERNEL:VALUES-TYPE-TYPES
 370      5   0.0     10   0.1   9736  86.9        -  SB-C::OK-LVAR-LAMBDA-VAR
 371      5   0.0     10   0.1   9741  87.0        -  (SB-PCL::FAST-METHOD SHARED-INITIALIZE (SB-PCL::SLOT-OBJECT T))
 372      5   0.0     10   0.1   9746  87.0        -  SB-INT:MAKE-LAMBDA-LIST
 373      5   0.0      9   0.1   9751  87.0        -  SB-REGALLOC::ASSIGN-TN-COSTS
 374      5   0.0      8   0.1   9756  87.1        -  SB-BIGNUM:BIGNUM-TRUNCATE
 375      5   0.0      8   0.1   9761  87.1        -  SB-REGALLOC::VERTICES-BEST-COLOR/SINGLE-VERTEX
 376      5   0.0      7   0.1   9766  87.2        -  SB-KERNEL::UNPARSE-ARGS-TYPES
 377      5   0.0      7   0.1   9771  87.2        -  SB-C::OPTIMIZE-CONSTANT-LOADS
 378      5   0.0      7   0.1   9776  87.3        -  SB-C::MAKE-OPTIONAL-DISPATCH
 379      5   0.0      7   0.1   9781  87.3        -  SB-C::COPY-FLOW-ANALYSIS
 380      5   0.0      7   0.1   9786  87.4        -  SB-C::TAIL-ANNOTATE
 381      5   0.0      6   0.1   9791  87.4        -  COUNT-IF
 382      5   0.0      6   0.1   9796  87.4        -  SB-C::LET-COMBINATION
 383      5   0.0      5   0.0   9801  87.5        -  "foreign function getrusage"
 384      5   0.0      5   0.0   9806  87.5        -  SB-KERNEL:%DOUBLE-FLOAT
 385      5   0.0      5   0.0   9811  87.6        -  (SB-VM::OPTIMIZED-DATA-VECTOR-REF T)
 386      5   0.0      5   0.0   9816  87.6        -  (LAMBDA (SB-PCL::.ARG0. SB-PCL::.ARG1. SB-INT:&MORE SB-PCL::.MORE-CONTEXT. SB-PCL::.MORE-COUNT.) :IN "SYS:SRC;PCL;DLISP3.LISP")
 387      5   0.0      5   0.0   9821  87.7        -  SB-KERNEL:%MAKE-LIST
 388      5   0.0      5   0.0   9826  87.7        -  SB-C::CONVERT-LAMBDA-CALL
 389      5   0.0      5   0.0   9831  87.8        -  SB-C::MAKE-REPEATED-NAME-CHECK
 390      5   0.0      5   0.0   9836  87.8        -  SB-KERNEL::ROUND-NUMERIC-BOUND
 391      5   0.0      5   0.0   9841  87.8        -  SB-KERNEL:TWO-ARG-AND
 392      5   0.0      5   0.0   9846  87.9        -  SB-C::ADD-TO-DFO
 393      5   0.0      5   0.0   9851  87.9        -  "foreign function hypot"
 394      5   0.0      5   0.0   9856  88.0        -  SB-KERNEL:TWO-ARG->
 395      5   0.0      5   0.0   9861  88.0        -  SB-C::FUN-TYPE-POSITIONAL-COUNT
 396      5   0.0      5   0.0   9866  88.1        -  SB-C::NOTE-SINGLE-VALUIFIED-LVAR
 397      5   0.0      5   0.0   9871  88.1        -  SB-C::ADD-LVAR-USE
 398      4   0.0   1419  12.7   9875  88.1        -  (FLET "LAMBDA0" :IN "SYS:SRC;COMPILER;IR1OPT.LISP")
 399      4   0.0    296   2.6   9879  88.2        -  SB-C::IR1-CONVERT-THE
 400      4   0.0    290   2.6   9883  88.2        -  SB-C::IR1-CONVERT-HAIRY-LAMBDA
 401      4   0.0     95   0.8   9887  88.3        -  SB-C::IR1-CONVERT-BOUND-CAST
 402      4   0.0     80   0.7   9891  88.3        -  SB-C::FIND-TEMPLATE-FOR-LTN-POLICY
 403      4   0.0     75   0.7   9895  88.3        -  SB-PCL::%CHANGE-CLASS
 404      4   0.0     61   0.5   9899  88.4        -  QVM:MAGICL-MATRIX-TO-QUANTUM-OPERATOR
 405      4   0.0     56   0.5   9903  88.4        -  SB-C::SELECT-REPRESENTATIONS
 406      4   0.0     49   0.4   9907  88.4        -  (FLET SB-IMPL::F :IN SB-IMPL::VECTOR-MAP-INTO/SIMPLE-ARRAY-COMPLEX-DOUBLE-FLOAT)
 407      4   0.0     42   0.4   9911  88.5        -  SB-C::VALIDATE-TEST-AND-TEST-NOT
 408      4   0.0     39   0.3   9915  88.5        -  SB-C::SUBSTITUTE-LVAR-USES
 409      4   0.0     39   0.3   9919  88.5        -  SB-C::PROPAGATE-TO-ARGS
 410      4   0.0     36   0.3   9923  88.6        -  SB-KERNEL::ARRAY-UNPARSE-TYPE-METHOD
 411      4   0.0     36   0.3   9927  88.6        -  SB-C::DEBUG-NAME
 412      4   0.0     31   0.3   9931  88.6        -  (FLET SB-C::BODY-FUN :IN SB-C::CONSTRAIN-REF-TYPE)
 413      4   0.0     29   0.3   9935  88.7        -  SB-C::UPDATE-UVL-LIVE-SETS
 414      4   0.0     25   0.2   9939  88.7        -  SB-KERNEL::UNION-UNPARSE-TYPE-METHOD
 415      4   0.0     25   0.2   9943  88.8        -  SB-C::SELECT-TN-REPRESENTATION
 416      4   0.0     25   0.2   9947  88.8        -  SB-C::MAKE-CAST
 417      4   0.0     25   0.2   9951  88.8        -  SB-C::PROPAGATE-FUN-CHANGE
 418      4   0.0     20   0.2   9955  88.9        -  SB-C::EXPAND-COMPILER-MACRO
 419      4   0.0     19   0.2   9959  88.9        -  SB-C::FIND-INITIAL-DFO-AUX
 420      4   0.0     17   0.2   9963  88.9        -  SB-KERNEL::TYPE=-ARGS
 421      4   0.0     16   0.1   9967  89.0        -  SB-C::%CONSTANTP
 422      4   0.0     13   0.1   9971  89.0        -  SB-C::MAYBE-INSTRUMENT-PROGN-LIKE
 423      4   0.0     12   0.1   9975  89.0        -  SB-C::PROCESS-ANNOTATIONS
 424      4   0.0     11   0.1   9979  89.1        -  SB-C::DCE-ANALYZE-BLOCK
 425      4   0.0     11   0.1   9983  89.1        -  SB-INT:DEPRECATED-THING-P
 426      4   0.0     10   0.1   9987  89.1        -  SB-C::COVERAGE-MARK-LOWERING-PASS
 427      4   0.0      8   0.1   9991  89.2        -  SB-KERNEL::MEMBER-COMPLEX-SUBTYPEP-ARG1-TYPE-METHOD
 428      4   0.0      8   0.1   9995  89.2        -  SB-KERNEL::MAP-TYPE
 429      4   0.0      8   0.1   9999  89.3        -  TYPE-OF
 430      4   0.0      8   0.1  10003  89.3        -  SB-C::MAP-CALLABLE-ARGUMENTS
 431      4   0.0      7   0.1  10007  89.3        -  SB-ASSEM::PROCESS-BACK-PATCHES
 432      4   0.0      7   0.1  10011  89.4        -  SB-C::CONSET-INTERSECTION
 433      4   0.0      6   0.1  10015  89.4        -  (FLET SB-C::SCAN-OPT/KEY :IN SB-INT:PARSE-LAMBDA-LIST)
 434      4   0.0      6   0.1  10019  89.4        -  (LAMBDA (SB-C::NAME) :IN SB-C::MAKE-REPEATED-NAME-CHECK)
 435      4   0.0      5   0.0  10023  89.5        -  (LAMBDA (SB-IMPL::NAME) :IN "SYS:SRC;COMPILER;GLOBALDB.LISP")
 436      4   0.0      5   0.0  10027  89.5        -  SB-IMPL::REMHASH/EQ
 437      4   0.0      5   0.0  10031  89.5        -  SB-KERNEL:CTYPE-OF
 438      4   0.0      5   0.0  10035  89.6        -  SB-C::LEADING-COMPONENT-BLOCKS
 439      4   0.0      4   0.0  10039  89.6        -  SB-C::REMOVE-FROM-DFO
 440      4   0.0      4   0.0  10043  89.6        -  (LAMBDA (SB-PCL::.ARG0. SB-PCL::.ARG1. SB-INT:&MORE SB-PCL::.MORE-CONTEXT. SB-PCL::.MORE-COUNT.) :IN "SYS:SRC;PCL;DLISP3.LISP")
 441      4   0.0      4   0.0  10047  89.7        -  (FLET "WRAPPER3" :IN VALID-INDEX-P)
 442      4   0.0      4   0.0  10051  89.7        -  (LAMBDA (SB-PCL::.PV. SB-PCL::.NEXT-METHOD-CALL. SB-KERNEL:INSTANCE) :IN SB-PCL::MAKE-STD-READER-METHOD-FUNCTION)
 443      4   0.0      4   0.0  10055  89.8        -  SB-KERNEL::NEW-TYPE-HASH
 444      4   0.0      4   0.0  10059  89.8        -  SB-C::MAKE-IR2-LVAR
 445      4   0.0      4   0.0  10063  89.8        -  SB-C::INSERT-VOP
 446      4   0.0      4   0.0  10067  89.9        -  SB-C::LAMBDA-BLOCK
 447      4   0.0      4   0.0  10071  89.9        -  SB-INT:DELQ
 448      4   0.0      4   0.0  10075  89.9        -  (SETF SB-ASSEM::SEGMENT-CURRENT-INDEX)
 449      4   0.0      4   0.0  10079  90.0        -  (FLET SB-C::DO-1-USE :IN SB-C::TYPE-ASSERTED-P)
 450      4   0.0      4   0.0  10083  90.0        -  CL-QUIL.CLIFFORD::LEVI-CIVITA
 451      4   0.0      4   0.0  10087  90.0        -  SB-C::MAKE-IF
 452      4   0.0      4   0.0  10091  90.1        -  SB-IMPL::LIST-NREVERSE
 453      4   0.0      4   0.0  10095  90.1        -  APPEND
 454      4   0.0      4   0.0  10099  90.1        -  SB-C::%LVAR-SINGLE-VALUE-P
 455      4   0.0      4   0.0  10103  90.2        -  SB-C::MAKE-ARG-INFO
 456      4   0.0      4   0.0  10107  90.2        -  (LAMBDA (SB-C::CLEANUP) :IN SB-C::MAP-BLOCK-NLXES)
 457      4   0.0      4   0.0  10111  90.3        -  SB-X86-64-ASM::OPERAND-SIZE
 458      4   0.0      4   0.0  10115  90.3        -  (FLET SB-IMPL::FAST-NTHCDR :IN NTHCDR)
 459      4   0.0      4   0.0  10119  90.3        -  (SB-C:DEFTRANSFORM COMMON-LISP:+)
 460      4   0.0      4   0.0  10123  90.4        -  SB-KERNEL:%BIT-POS-REV/1
 461      4   0.0      4   0.0  10127  90.4        -  SB-C::MAKE-BOUND-CAST
 462      4   0.0      4   0.0  10131  90.4        -  SB-KERNEL:MAKE-ARRAY-TYPE
 463      3   0.0   1158  10.3  10134  90.5        -  SB-REGALLOC::ITERATE-COLOR
 464      3   0.0    416   3.7  10137  90.5        -  SB-C::LOCALL-ANALYZE-FUN-1
 465      3   0.0    383   3.4  10140  90.5        -  SB-C::IR1-CONVERT-TAGBODY
 466      3   0.0    271   2.4  10143  90.5        -  SB-C::IR1-CONVERT-MORE
 467      3   0.0    207   1.8  10146  90.6        -  SB-C::GENERATE-OPTIONAL-DEFAULT-ENTRY
 468      3   0.0    189   1.7  10149  90.6        -  SB-C::IR1-OPTIMIZE-CAST
 469      3   0.0    147   1.3  10152  90.6        -  SB-KERNEL:VALUES-TYPES-EQUAL-OR-INTERSECT
 470      3   0.0    121   1.1  10155  90.6        -  SB-C::MAYBE-DELETE-CAST
 471      3   0.0     84   0.7  10158  90.7        -  SB-C::FIND-DOMINATORS
 472      3   0.0     68   0.6  10161  90.7        -  SB-C::UPDATE-BLOCK-IN
 473      3   0.0     62   0.6  10164  90.7        -  SB-C::CAREFUL-EXPAND-MACRO
 474      3   0.0     61   0.5  10167  90.8        -  MAP-INTO
 475      3   0.0     49   0.4  10170  90.8        -  SB-IMPL::PUTHASH/EQ
 476      3   0.0     41   0.4  10173  90.8        -  SB-C::DELETE-CAST
 477      3   0.0     39   0.3  10176  90.8        -  SB-C::ANNOTATE-1-VALUE-LVAR
 478      3   0.0     38   0.3  10179  90.9        -  SB-REGALLOC::OPTIMIZED-EMIT-SAVES-BLOCK
 479      3   0.0     36   0.3  10182  90.9        -  (FLET SB-C::ADD-VAR :IN SB-C::MAKE-LAMBDA-VARS)
 480      3   0.0     36   0.3  10185  90.9        -  SB-KERNEL:TYPES-EQUAL-OR-INTERSECT
 481      3   0.0     35   0.3  10188  90.9        -  SB-C::STACK-ANALYZE
 482      3   0.0     29   0.3  10191  91.0        -  SXHASH
 483      3   0.0     27   0.2  10194  91.0        -  SB-C::LOGAND-OPTIMIZER-OPTIMIZER
 484      3   0.0     26   0.2  10197  91.0        -  SB-C::DELETE-FILTER
 485      3   0.0     22   0.2  10200  91.0        -  SB-C::EMIT-AND-INSERT-VOP
 486      3   0.0     22   0.2  10203  91.1        -  SB-C::CTRAN-STARTS-BLOCK
 487      3   0.0     18   0.2  10206  91.1        -  SB-C::REFERENCE-ARGS
 488      3   0.0     17   0.2  10209  91.1        -  FLOOR
 489      3   0.0     16   0.1  10212  91.2        -  SB-C::IR1-OPTIMIZE-IF
 490      3   0.0     15   0.1  10215  91.2        -  SB-INT:GLOBAL-FTYPE
 491      3   0.0     15   0.1  10218  91.2        -  SB-C::COMBINATION-FUN-SOURCE-NAME
 492      3   0.0     15   0.1  10221  91.2        -  SB-C::REGISTER-CONSTRAINT
 493      3   0.0     14   0.1  10224  91.3        -  SB-REGALLOC::PACK-WIRED-TN
 494      3   0.0     13   0.1  10227  91.3        -  SB-KERNEL::TYPE=-LIST
 495      3   0.0     13   0.1  10230  91.3        -  COMPILER-MACRO-FUNCTION
 496      3   0.0     12   0.1  10233  91.3        -  SB-C::CHANGE-BLOCK-SUCCESSOR
 497      3   0.0     12   0.1  10236  91.4        -  SB-C:COMBINATION-IMPLEMENTATION-STYLE
 498      3   0.0     11   0.1  10239  91.4        -  REPLACE
 499      3   0.0     10   0.1  10242  91.4        -  SB-C::REFERENCE-TN
 500      3   0.0      9   0.1  10245  91.4        -  (LAMBDA (STRING CL-PPCRE::START CL-PPCRE::END) :IN CL-PPCRE::CREATE-SCANNER-AUX)
 501      3   0.0      9   0.1  10248  91.5        -  SB-C::OK-COPY-REF
 502      3   0.0      9   0.1  10251  91.5        -  SB-C::MAYBE-WEAKEN-CHECK
 503      3   0.0      9   0.1  10254  91.5        -  SB-C::FLUSHABLE-COMBINATION-ARGS-P
 504      3   0.0      8   0.1  10257  91.6        -  (LABELS SB-C::HANDLE-FUNCTIONAL :IN SB-C::CALL-WITH-BLOCK-EXTERNAL-FUNCTIONALS)
 505      3   0.0      8   0.1  10260  91.6        -  SB-IMPL::COLLECT-SETF-TEMPS
 506      3   0.0      7   0.1  10263  91.6        -  SB-C::CONSET-DIFFERENCE
 507      3   0.0      5   0.0  10266  91.6        -  SB-THREAD::%%WAIT-FOR
 508      3   0.0      5   0.0  10269  91.7        -  (FLET SB-KERNEL::BOUND-TEST :IN SB-KERNEL:%%TYPEP)
 509      3   0.0      5   0.0  10272  91.7        -  SB-VM::%VECTOR-WIDETAG-AND-N-BITS-SHIFT
 510      3   0.0      5   0.0  10275  91.7        -  SB-C::CACHED-BLOCK-PHYSENV
 511      3   0.0      5   0.0  10278  91.7        -  SB-C::NOTE-LOSSAGE
 512      3   0.0      5   0.0  10281  91.8        -  SB-C::DELETE-NO-OP-VOPS
 513      3   0.0      4   0.0  10284  91.8        -  (SB-PCL::FAST-METHOD CHANGE-CLASS (T SYMBOL))
 514      3   0.0      4   0.0  10287  91.8        -  (SB-PCL::FAST-METHOD SPECIALIZE-TENSOR (ABSTRACT-TENSOR))
 515      3   0.0      4   0.0  10290  91.9        -  SB-C::DCE-ANALYZE-REF
 516      3   0.0      4   0.0  10293  91.9        -  SB-C::DECLARATIONS-SUPPRESS-LET-CONVERSION-P
 517      3   0.0      4   0.0  10296  91.9        -  SB-C::PRESENT-IN-FORM
 518      3   0.0      4   0.0  10299  91.9        -  SB-C::FUNCTIONAL-SOMEWHAT-LETLIKE-P
 519      3   0.0      4   0.0  10302  92.0        -  SB-KERNEL:TWO-ARG-=
 520      3   0.0      4   0.0  10305  92.0        -  SB-REGALLOC::INIT-LIVE-TNS
 521      3   0.0      3   0.0  10308  92.0        -  (LAMBDA (SB-PCL::.ARG0. SB-PCL::.ARG1. SB-PCL::.ARG2. SB-INT:&MORE SB-PCL::.MORE-CONTEXT. SB-PCL::.MORE-COUNT.) :IN "SYS:SRC;PCL;DLISP3.LISP")
 522      3   0.0      3   0.0  10311  92.0        -  SB-UNIX::WITH-DEFERRABLE-SIGNALS-UNBLOCKED
 523      3   0.0      3   0.0  10314  92.1        -  (LAMBDA (SB-KERNEL:INSTANCE) :IN SB-PCL::MAKE-OPTIMIZED-STD-READER-METHOD-FUNCTION)
 524      3   0.0      3   0.0  10317  92.1        -  SB-PCL::%MAKE-STANDARD-INSTANCE
 525      3   0.0      3   0.0  10320  92.1        -  (FLET "WRAPPER3" :IN VALID-SHAPE-P)
 526      3   0.0      3   0.0  10323  92.1        -  CLASS-OF
 527      3   0.0      3   0.0  10326  92.2        -  SB-PCL::CHECK-APPLICABLE-KEYWORDS
 528      3   0.0      3   0.0  10329  92.2        -  NTHCDR
 529      3   0.0      3   0.0  10332  92.2        -  (FLET "WRAPPER21" :IN TREF)
 530      3   0.0      3   0.0  10335  92.3        -  QVM::LOADED-PROGRAM-LENGTH
 531      3   0.0      3   0.0  10338  92.3        -  (SB-VM::OPTIMIZED-DATA-VECTOR-REF (UNSIGNED-BYTE 32))
 532      3   0.0      3   0.0  10341  92.3        -  SB-C::MAKE-IR2-BLOCK
 533      3   0.0      3   0.0  10344  92.3        -  SB-C::MAKE-SET
 534      3   0.0      3   0.0  10347  92.4        -  SB-PRETTY::MAKE-LOGICAL-BLOCK
 535      3   0.0      3   0.0  10350  92.4        -  (LAMBDA (SB-C::CONSTRAINT) :IN SB-C::INHERIT-CONSTRAINTS)
 536      3   0.0      3   0.0  10353  92.4        -  SB-KERNEL:%LAST1
 537      3   0.0      3   0.0  10356  92.4        -  SB-C::PROCESS-MUFFLE-DECLS
 538      3   0.0      3   0.0  10359  92.5        -  SB-KERNEL:TWO-ARG-GCD
 539      3   0.0      3   0.0  10362  92.5        -  SB-C::RESOLVE-KEY-ARGS
 540      3   0.0      3   0.0  10365  92.5        -  SB-KERNEL:%BIT-POS-FWD/1
 541      3   0.0      3   0.0  10368  92.5        -  SB-C::MAKE-CLEANUP
 542      3   0.0      3   0.0  10371  92.6        -  SB-C::MERGE-TAIL-SETS
 543      3   0.0      3   0.0  10374  92.6        -  SB-IMPL::%MAKE-DEFAULT-STRING-OSTREAM
 544      3   0.0      3   0.0  10377  92.6        -  SB-INT:LOOKS-LIKE-NAME-OF-SPECIAL-VAR-P
 545      3   0.0      3   0.0  10380  92.7        -  EQUAL
 546      3   0.0      3   0.0  10383  92.7        -  SB-C::CLEAR-INVALID-FUNCTIONALS
 547      3   0.0      3   0.0  10386  92.7        -  SB-C::MAKE-VOP
 548      3   0.0      3   0.0  10389  92.7        -  SB-INT:PROPER-LIST-OF-LENGTH-P
 549      3   0.0      3   0.0  10392  92.8        -  SB-C::DELETE-TN-REF
 550      3   0.0      3   0.0  10395  92.8        -  NSUBST
 551      3   0.0      3   0.0  10398  92.8        -  SB-C::%MAKE-INTERVAL
 552      3   0.0      3   0.0  10401  92.8        -  SB-C::CHECK-IMPORTANT-RESULT
 553      3   0.0      3   0.0  10404  92.9        -  SB-INT:LL-KWDS-RESTP
 554      3   0.0      3   0.0  10407  92.9        -  SB-IMPL::STRING-SOUT
 555      3   0.0      3   0.0  10410  92.9        -  SB-C::DELETE-UNREFERENCED-TNS
 556      2   0.0   8361  74.6  10412  92.9        -  SB-C::%COMPILE
 557      2   0.0   1204  10.7  10414  93.0        -  SB-REGALLOC::PACK-ITERATIVE
 558      2   0.0    783   7.0  10416  93.0        -  SB-C::CONSTRAINT-PROPAGATE
 559      2   0.0    563   5.0  10418  93.0        -  SB-C::IR1-CONVERT-LET
 560      2   0.0    335   3.0  10420  93.0        -  SB-C::IR1-CONVERT-IF
 561      2   0.0    270   2.4  10422  93.0        -  SB-KERNEL::VALUES-TYPE-OP
 562      2   0.0    208   1.9  10424  93.0        -  SB-C::IR1-CONVERT-HAIRY-ARGS
